"","OTU","Sample","Abundance","original_sample_id","Age","Genotype","Phenotype","Genotype_Age","Age_Phenotype","Tumor_No","ATF6_expression","GRP78_expression","Kingdom","Phylum","Class","Order","Family","Genus","ASV","Highest_classified"
"890","Zotu1131; Ruminococcusgnavusgroup","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcusgnavusgroup","Zotu1131","Zotu1131; Ruminococcusgnavusgroup"
"891","Zotu1131; Ruminococcusgnavusgroup","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcusgnavusgroup","Zotu1131","Zotu1131; Ruminococcusgnavusgroup"
"892","Zotu1131; Ruminococcusgnavusgroup","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcusgnavusgroup","Zotu1131","Zotu1131; Ruminococcusgnavusgroup"
"893","Zotu1131; Ruminococcusgnavusgroup","D29665_53-AV865",0,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcusgnavusgroup","Zotu1131","Zotu1131; Ruminococcusgnavusgroup"
"894","Zotu1131; Ruminococcusgnavusgroup","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcusgnavusgroup","Zotu1131","Zotu1131; Ruminococcusgnavusgroup"
"895","Zotu123; LachnospiraceaeNK4A136group","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"896","Zotu123; LachnospiraceaeNK4A136group","D29648_36-AV567",0,"36-AV567","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"897","Zotu123; LachnospiraceaeNK4A136group","D29650_38-AV570",0,"38-AV570","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"898","Zotu123; LachnospiraceaeNK4A136group","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"899","Zotu132; Tuzzerella","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"900","Zotu132; Tuzzerella","D29648_36-AV567",0,"36-AV567","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"901","Zotu160; Desulfovibrio","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"902","Zotu160; Desulfovibrio","D29632_20-AV580",0,"20-AV580","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"903","Zotu160; Desulfovibrio","D29641_29-AV611",0,"29-AV611","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"904","Zotu160; Desulfovibrio","D29642_30-AV802",0,"30-AV802","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"905","Zotu160; Desulfovibrio","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"906","Zotu160; Desulfovibrio","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"907","Zotu1717; Coprococcus","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"908","Zotu1717; Coprococcus","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"909","Zotu1717; Coprococcus","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"910","Zotu1717; Coprococcus","D29621_09-AV791",0,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"911","Zotu1717; Coprococcus","D29622_10-AV794",0,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"912","Zotu1717; Coprococcus","D29623_11-AV833",0,"11-AV833","12wk","tg/tg","T","12wk_tg/tg","12wk_T",5,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"913","Zotu1717; Coprococcus","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"914","Zotu1717; Coprococcus","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"915","Zotu1717; Coprococcus","D29626_14-AV971",0,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"916","Zotu1717; Coprococcus","D29627_15-AV972",0,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"917","Zotu1717; Coprococcus","D29628_16-AV974",0,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"918","Zotu1717; Coprococcus","D29629_17-AV996",0,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"919","Zotu1717; Coprococcus","D29632_20-AV580",0,"20-AV580","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"920","Zotu1717; Coprococcus","D29638_26-AV608",0,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"921","Zotu1717; Coprococcus","D29639_27-AV609",0,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"922","Zotu1717; Coprococcus","D29640_28-AV610",0,"28-AV610","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"923","Zotu1717; Coprococcus","D29641_29-AV611",0,"29-AV611","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"924","Zotu1717; Coprococcus","D29642_30-AV802",0,"30-AV802","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"925","Zotu1717; Coprococcus","D29648_36-AV567",0,"36-AV567","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"926","Zotu1717; Coprococcus","D29649_37-AV568",0,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"927","Zotu1717; Coprococcus","D29650_38-AV570",0,"38-AV570","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"928","Zotu1717; Coprococcus","D29652_40-AV579",0,"40-AV579","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"929","Zotu1717; Coprococcus","D29653_41-AV803",0,"41-AV803","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"930","Zotu1717; Coprococcus","D29654_42-AV814",0,"42-AV814","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"931","Zotu1717; Coprococcus","D29655_43-AV583",0,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"932","Zotu1717; Coprococcus","D29656_44-AV584",0,"44-AV584","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.776092338,20.60213894,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"933","Zotu1717; Coprococcus","D29657_45-AV587",0,"45-AV587","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.405586854,17.93520366,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"934","Zotu1717; Coprococcus","D29658_46-AV588",0,"46-AV588","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.744206198,20.93805541,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"935","Zotu1717; Coprococcus","D29659_47-AV596",0,"47-AV596","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"936","Zotu1717; Coprococcus","D29660_48-AV597",0,"48-AV597","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"937","Zotu1717; Coprococcus","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"938","Zotu1717; Coprococcus","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"939","Zotu1717; Coprococcus","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"940","Zotu1717; Coprococcus","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"941","Zotu1717; Coprococcus","D29665_53-AV865",0,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"942","Zotu1717; Coprococcus","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Zotu1717","Zotu1717; Coprococcus"
"943","Zotu180; Oscillibacter","D29640_28-AV610",0,"28-AV610","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"944","Zotu180; Oscillibacter","D29659_47-AV596",0,"47-AV596","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"945","Zotu180; Oscillibacter","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"946","Zotu18; Parasutterella","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu18","Zotu18; Parasutterella"
"947","Zotu18; Parasutterella","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu18","Zotu18; Parasutterella"
"948","Zotu18; Parasutterella","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu18","Zotu18; Parasutterella"
"949","Zotu202; Lachnoclostridium","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"950","Zotu202; Lachnoclostridium","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"951","Zotu202; Lachnoclostridium","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"952","Zotu202; Lachnoclostridium","D29621_09-AV791",0,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"953","Zotu202; Lachnoclostridium","D29622_10-AV794",0,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"954","Zotu202; Lachnoclostridium","D29623_11-AV833",0,"11-AV833","12wk","tg/tg","T","12wk_tg/tg","12wk_T",5,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"955","Zotu202; Lachnoclostridium","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"956","Zotu202; Lachnoclostridium","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"957","Zotu202; Lachnoclostridium","D29628_16-AV974",0,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"958","Zotu202; Lachnoclostridium","D29632_20-AV580",0,"20-AV580","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"959","Zotu202; Lachnoclostridium","D29638_26-AV608",0,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"960","Zotu202; Lachnoclostridium","D29639_27-AV609",0,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"961","Zotu202; Lachnoclostridium","D29640_28-AV610",0,"28-AV610","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"962","Zotu202; Lachnoclostridium","D29641_29-AV611",0,"29-AV611","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"963","Zotu202; Lachnoclostridium","D29649_37-AV568",0,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"964","Zotu202; Lachnoclostridium","D29650_38-AV570",0,"38-AV570","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"965","Zotu202; Lachnoclostridium","D29652_40-AV579",0,"40-AV579","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"966","Zotu202; Lachnoclostridium","D29654_42-AV814",0,"42-AV814","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"967","Zotu202; Lachnoclostridium","D29655_43-AV583",0,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"968","Zotu202; Lachnoclostridium","D29657_45-AV587",0,"45-AV587","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.405586854,17.93520366,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"969","Zotu202; Lachnoclostridium","D29658_46-AV588",0,"46-AV588","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.744206198,20.93805541,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"970","Zotu202; Lachnoclostridium","D29659_47-AV596",0,"47-AV596","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"971","Zotu202; Lachnoclostridium","D29660_48-AV597",0,"48-AV597","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"972","Zotu202; Lachnoclostridium","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"973","Zotu202; Lachnoclostridium","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"974","Zotu202; Lachnoclostridium","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"975","Zotu202; Lachnoclostridium","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"976","Zotu202; Lachnoclostridium","D29665_53-AV865",0,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"977","Zotu202; Lachnoclostridium","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"978","Zotu203; LachnospiraceaeNK4A136group","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"979","Zotu203; LachnospiraceaeNK4A136group","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"980","Zotu203; LachnospiraceaeNK4A136group","D29621_09-AV791",0,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"981","Zotu203; LachnospiraceaeNK4A136group","D29622_10-AV794",0,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"982","Zotu203; LachnospiraceaeNK4A136group","D29623_11-AV833",0,"11-AV833","12wk","tg/tg","T","12wk_tg/tg","12wk_T",5,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
