"","OTU","Sample","Abundance","mouse_id","Genotype","Age","Genotype_Age","Tissue","Phenotype","Tissue_Age","Age_Genotype","Age_Phenotype","Exact_Age","Tumor_No","Cage","Litter","Cage_Genotype","Gender","ATF6_expression","GRP78_expression","Kingdom","Phylum","Class","Order","Family","Genus","ASV","Highest_classified"
"35","Zotu160; Desulfovibrio","D29670_03-AV971",0.584233693477391,"AV971","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",4.530663119,23.61102698,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"36","Zotu12; Bacteroides","D29759_92-AV610",0.58167230788517,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"37","Zotu12; Bacteroides","D29676_09-AV584",0.580000716050267,"AV584","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.3,0,"F","141","F_tg/wt","f",2.776092338,20.60213894,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"38","Zotu23; LachnospiraceaeNK4A136group","D29736_69-AV782.2T",0.57467769399173,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"39","Zotu86; Butyricicoccus","D29691_24-AV580",0.550186411843486,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"40","Zotu23; LachnospiraceaeNK4A136group","D29739_72-AV770TA",0.548410390522844,"AV770TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"41","Zotu12; Bacteroides","D29735_68-AV791T",0.547100993585713,"AV791T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"42","Zotu12; Bacteroides","D29748_81-AV570",0.536201848745025,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"43","Zotu401; RikenellaceaeRC9gutgroup","D29734_67-AV770T",0.535756671526906,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"44","Zotu23; LachnospiraceaeNK4A136group","D29743_76-AV833T",0.523358731624721,"AV833T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.4,5,"R","158","R_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"45","Zotu40; GOTU1381","D29738_71-AV604TA",0.520699957319676,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"46","Zotu86; Butyricicoccus","D29751_84-AV803",0.506662965019434,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"47","Zotu40; GOTU1381","D29759_92-AV610",0.496427228281309,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"48","Zotu49; LachnospiraceaeNK4A136group","D29669_02-AV968",0.49002849002849,"AV968","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",7.497392279,27.88444959,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"49","Zotu86; Butyricicoccus","D29760_93-AV611",0.483866583303885,"AV611","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"50","Zotu40; GOTU1381","D29680_13-AV597",0.472489471701989,"AV597","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"51","Zotu49; LachnospiraceaeNK4A136group","D29684_17-AV817",0.472349393212703,"AV817","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5,0,"Q","159","Q_tg/tg","m",5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"52","Zotu86; Butyricicoccus","D29759_92-AV610",0.458819104926664,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"53","Zotu86; Butyricicoccus","D29747_80-AV568",0.451048023348368,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"54","Zotu86; Butyricicoccus","D29686_19-AV864",0.449830651989839,"AV864","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"55","Zotu40; GOTU1381","D29761_94-AV802",0.448757287511507,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"56","Zotu23; LachnospiraceaeNK4A136group","D29673_06-AV996",0.446221397208439,"AV996","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.1,0,"W","170","W_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"57","Zotu12; Bacteroides","D29740_73-AV791TA",0.439361633391484,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"58","Zotu40; GOTU1381","D29748_81-AV570",0.430935228132504,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"59","Zotu86; Butyricicoccus","D29758_91-AV609",0.42948475818749,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"60","Zotu12; Bacteroides","D29747_80-AV568",0.422474845398698,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"61","Zotu86; Butyricicoccus","D29671_04-AV972",0.419687142312095,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"62","Zotu401; RikenellaceaeRC9gutgroup","D29739_72-AV770TA",0.419602256093991,"AV770TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"63","Zotu12; Bacteroides","D29753_86-AV866",0.417856990576898,"AV866","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"64","Zotu40; GOTU1381","D29758_91-AV609",0.414096053496733,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"65","Zotu23; LachnospiraceaeNK4A136group","D29691_24-AV580",0.389112100481413,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"66","Zotu160; Desulfovibrio","D29668_01-AV967",0.388969924289783,"AV967","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",5.120869837,23.50217257,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"67","Zotu35; GOTU2839","D29743_76-AV833T",0.388670822750712,"AV833T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.4,5,"R","158","R_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2839","Zotu35","Zotu35; GOTU2839"
"68","Zotu86; Butyricicoccus","D29678_11-AV588",0.385745125101745,"AV588","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"G","140","G_tg/wt","m",2.744206198,20.93805541,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"69","Zotu49; LachnospiraceaeNK4A136group","D29670_03-AV971",0.38015206082433,"AV971","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",4.530663119,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"70","Zotu401; RikenellaceaeRC9gutgroup","D29733_66-AV604T",0.364647713226205,"AV604T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"71","Zotu18; Parasutterella","D29740_73-AV791TA",0.363980960995886,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu18","Zotu18; Parasutterella"
"72","Zotu40; GOTU1381","D29671_04-AV972",0.363924515011886,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"73","Zotu401; RikenellaceaeRC9gutgroup","D29738_71-AV604TA",0.352112676056338,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"74","Zotu35; GOTU2839","D29746_79-AV567",0.349976668222119,"AV567","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2839","Zotu35","Zotu35; GOTU2839"
"75","Zotu12; Bacteroides","D29734_67-AV770T",0.349259095995388,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"76","Zotu40; GOTU1381","D29746_79-AV567",0.345734526789123,"AV567","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"77","Zotu35; GOTU2839","D29752_85-AV865",0.345695400868387,"AV865","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2839","Zotu35","Zotu35; GOTU2839"
"78","Zotu23; LachnospiraceaeNK4A136group","D29751_84-AV803",0.340088839533592,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"79","Zotu401; RikenellaceaeRC9gutgroup","D29736_69-AV782.2T",0.334468499148626,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"80","Zotu86; Butyricicoccus","D29749_82-AV579",0.332091729120854,"AV579","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"F","141","F_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"81","Zotu160; Desulfovibrio","D29671_04-AV972",0.328706013559123,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"82","Zotu160; Desulfovibrio","D29672_05-AV974",0.327269636178171,"AV974","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"V","165","V_tg/tg","f",5.992074477,23.4479337,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"83","Zotu40; GOTU1381","D29739_72-AV770TA",0.32397197447257,"AV770TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"84","Zotu12; Bacteroides","D29760_93-AV611",0.323483839399788,"AV611","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"85","Zotu82; LachnospiraceaeNK4A136group","D29747_80-AV568",0.322468722574852,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu82","Zotu82; LachnospiraceaeNK4A136group"
"86","Zotu401; RikenellaceaeRC9gutgroup","D29761_94-AV802",0.310678122123351,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"87","Zotu12; Bacteroides","D29758_91-AV609",0.309173066968845,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"88","Zotu12; Bacteroides","D29751_84-AV803",0.308856191004997,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"89","Zotu49; LachnospiraceaeNK4A136group","D29671_04-AV972",0.305227012590614,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"90","Zotu111; Parabacteroides","D29743_76-AV833T",0.300161625490649,"AV833T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.4,5,"R","158","R_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Zotu111","Zotu111; Parabacteroides"
"91","Zotu401; RikenellaceaeRC9gutgroup","D29752_85-AV865",0.295915263143339,"AV865","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"92","Zotu40; GOTU1381","D29734_67-AV770T",0.291614390831101,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"93","Zotu82; LachnospiraceaeNK4A136group","D29761_94-AV802",0.291500460263885,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu82","Zotu82; LachnospiraceaeNK4A136group"
"94","Zotu35; GOTU2839","D29742_75-AV794TA",0.290628987287935,"AV794TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2839","Zotu35","Zotu35; GOTU2839"
"95","Zotu401; RikenellaceaeRC9gutgroup","D29680_13-AV597",0.28760228712295,"AV597","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","RikenellaceaeRC9gutgroup","Zotu401","Zotu401; RikenellaceaeRC9gutgroup"
"96","Zotu86; Butyricicoccus","D29677_10-AV587",0.281647255842278,"AV587","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.1,0,"G","140","G_tg/wt","m",2.405586854,17.93520366,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"97","Zotu595; Lachnoclostridium","D29683_16-AV816",0.277326571847391,"AV816","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"Q","159","Q_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu595","Zotu595; Lachnoclostridium"
"98","Zotu40; GOTU1381","D29760_93-AV611",0.274553510751081,"AV611","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1381","Zotu40","Zotu40; GOTU1381"
"99","Zotu160; Desulfovibrio","D29669_02-AV968",0.273504273504274,"AV968","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",7.497392279,27.88444959,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"100","Zotu160; Desulfovibrio","D29673_06-AV996",0.267732838325063,"AV996","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.1,0,"W","170","W_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"101","Zotu14; LachnospiraceaeNK4A136group","D29675_08-AV583",0.266808964781217,"AV583","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.3,0,"F","141","F_tg/wt","f",2.178077903,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu14","Zotu14; LachnospiraceaeNK4A136group"
"102","Zotu12; Bacteroides","D29750_83-AV814",0.265999893600043,"AV814","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.3,0,"P","157","P_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
"103","Zotu12; Bacteroides","D29736_69-AV782.2T",0.264534176599368,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Zotu12","Zotu12; Bacteroides"
