"","OTU","Sample","Abundance","mouse_id","Genotype","Age","Genotype_Age","Tissue","Phenotype","Tissue_Age","Age_Genotype","Age_Phenotype","Exact_Age","Tumor_No","Cage","Litter","Cage_Genotype","Gender","ATF6_expression","GRP78_expression","Kingdom","Phylum","Class","Order","Family","Genus","ASV","Highest_classified"
"740","Zotu203; LachnospiraceaeNK4A136group","D29751_84-AV803",0.0208217656857301,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"741","Zotu53; LachnospiraceaeNK4A136group","D29671_04-AV972",0.0205441258474452,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu53","Zotu53; LachnospiraceaeNK4A136group"
"742","Zotu132; Tuzzerella","D29685_18-AV863",0.0205324755321333,"AV863","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"743","Zotu160; Desulfovibrio","D29685_18-AV863",0.0205324755321333,"AV863","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"744","Zotu180; Oscillibacter","D29747_80-AV568",0.0204094128211931,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"745","Zotu412; Parasutterella","D29747_80-AV568",0.0204094128211931,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu412","Zotu412; Parasutterella"
"746","Zotu275; LachnospiraceaeNK4A136group","D29749_82-AV579",0.0201947673114033,"AV579","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"F","141","F_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"747","Zotu18; Parasutterella","D29691_24-AV580",0.019908060954863,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu18","Zotu18; Parasutterella"
"748","Zotu132; Tuzzerella","D29683_16-AV816",0.0198090408462422,"AV816","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"Q","159","Q_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"749","Zotu81; Muribaculum","D29683_16-AV816",0.0198090408462422,"AV816","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"Q","159","Q_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"750","Zotu132; Tuzzerella","D29748_81-AV570",0.0197374913648475,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"751","Zotu49; LachnospiraceaeNK4A136group","D29748_81-AV570",0.0197374913648475,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"752","Zotu135; GOTU2838","D29741_74-AV782.2TA",0.019614253023864,"AV7822TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2838","Zotu135","Zotu135; GOTU2838"
"753","Zotu111; Parabacteroides","D29758_91-AV609",0.0195856241518725,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Zotu111","Zotu111; Parabacteroides"
"754","Zotu123; LachnospiraceaeNK4A136group","D29739_72-AV770TA",0.0195163840043717,"AV770TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"755","Zotu135; GOTU2838","D29737_70-AV794T",0.0193881112102059,"AV794T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2838","Zotu135","Zotu135; GOTU2838"
"756","Zotu180; Oscillibacter","D29740_73-AV791TA",0.0193836014731537,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"757","Zotu237; Parasutterella","D29740_73-AV791TA",0.0193836014731537,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"758","Zotu123; LachnospiraceaeNK4A136group","D29752_85-AV865",0.0193589424486297,"AV865","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"759","Zotu59; Muribaculum","D29743_76-AV833T",0.0192411298391442,"AV833T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.4,5,"R","158","R_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu59","Zotu59; Muribaculum"
"760","Zotu237; Parasutterella","D29738_71-AV604TA",0.0192061459667093,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"761","Zotu104; GOTU1392","D29679_12-AV596",0.0192018433769642,"AV596","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"762","Zotu23; LachnospiraceaeNK4A136group","D29679_12-AV596",0.0192018433769642,"AV596","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"763","Zotu132; Tuzzerella","D29761_94-AV802",0.0191776618594661,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"764","Zotu14; LachnospiraceaeNK4A136group","D29761_94-AV802",0.0191776618594661,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu14","Zotu14; LachnospiraceaeNK4A136group"
"765","Zotu160; Desulfovibrio","D29735_68-AV791T",0.0188655515029556,"AV791T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"766","Zotu180; Oscillibacter","D29750_83-AV814",0.018619992552003,"AV814","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.3,0,"P","157","P_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"767","Zotu275; LachnospiraceaeNK4A136group","D29750_83-AV814",0.018619992552003,"AV814","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.3,0,"P","157","P_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"768","Zotu132; Tuzzerella","D29692_25-AV608",0.0183366077275704,"AV608","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"769","Zotu180; Oscillibacter","D29736_69-AV782.2T",0.0182437363171978,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"770","Zotu81; Muribaculum","D29736_69-AV782.2T",0.0182437363171978,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"771","Zotu180; Oscillibacter","D29749_82-AV579",0.0179509042768029,"AV579","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"F","141","F_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"772","Zotu314; Parasutterella","D29675_08-AV583",0.0177872643187478,"AV583","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.3,0,"F","141","F_tg/wt","f",2.178077903,23.61102698,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"773","Zotu104; GOTU1392","D29671_04-AV972",0.0176092507263816,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"774","Zotu23; LachnospiraceaeNK4A136group","D29671_04-AV972",0.0176092507263816,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"775","Zotu135; GOTU2838","D29739_72-AV770TA",0.0175647456039345,"AV770TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2838","Zotu135","Zotu135; GOTU2838"
"776","Zotu237; Parasutterella","D29759_92-AV610",0.0175504575655008,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"777","Zotu314; Parasutterella","D29759_92-AV610",0.0175504575655008,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"778","Zotu180; Oscillibacter","D29741_74-AV782.2TA",0.017434891576768,"AV7822TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"779","Zotu203; LachnospiraceaeNK4A136group","D29741_74-AV782.2TA",0.017434891576768,"AV7822TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"780","Zotu180; Oscillibacter","D29668_01-AV967",0.0173647287629367,"AV967","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",5.120869837,23.50217257,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"781","Zotu180; Oscillibacter","D29751_84-AV803",0.0173514714047751,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"782","Zotu314; Parasutterella","D29751_84-AV803",0.0173514714047751,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"783","Zotu135; GOTU2838","D29740_73-AV791TA",0.0172298679761366,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2838","Zotu135","Zotu135; GOTU2838"
"784","Zotu132; Tuzzerella","D29680_13-AV597",0.0171191837573185,"AV597","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"785","Zotu49; LachnospiraceaeNK4A136group","D29680_13-AV597",0.0171191837573185,"AV597","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu49","Zotu49; LachnospiraceaeNK4A136group"
"786","Zotu259; Parasutterella","D29669_02-AV968",0.0170940170940171,"AV968","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",7.497392279,27.88444959,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"787","Zotu81; Muribaculum","D29669_02-AV968",0.0170940170940171,"AV968","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",7.497392279,27.88444959,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"788","Zotu160; Desulfovibrio","D29738_71-AV604TA",0.0170721297481861,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Zotu160","Zotu160; Desulfovibrio"
"789","Zotu47; GOTU208","D29738_71-AV604TA",0.0170721297481861,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GOTU208","Zotu47","Zotu47; GOTU208"
"790","Zotu86; Butyricicoccus","D29692_25-AV608",0.0170268500327439,"AV608","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Zotu86","Zotu86; Butyricicoccus"
"791","Zotu275; LachnospiraceaeNK4A136group","D29746_79-AV567",0.0169685657319815,"AV567","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"792","Zotu180; Oscillibacter","D29734_67-AV770T",0.0169543250483198,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"793","Zotu704; Escherichia-Shigella","D29734_67-AV770T",0.0169543250483198,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Zotu704","Zotu704; Escherichia-Shigella"
"794","Zotu81; Muribaculum","D29734_67-AV770T",0.0169543250483198,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"795","Zotu180; Oscillibacter","D29735_68-AV791T",0.0167693791137383,"AV791T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"796","Zotu275; LachnospiraceaeNK4A136group","D29748_81-AV570",0.0164479094707063,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"797","Zotu81; Muribaculum","D29748_81-AV570",0.0164479094707063,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"798","Zotu104; GOTU1392","D29747_80-AV568",0.0163275302569545,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1392","Zotu104","Zotu104; GOTU1392"
"799","Zotu237; Parasutterella","D29747_80-AV568",0.0163275302569545,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"800","Zotu81; Muribaculum","D29760_93-AV611",0.0163101095495691,"AV611","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Zotu81","Zotu81; Muribaculum"
"801","Zotu132; Tuzzerella","D29691_24-AV580",0.0162884135085243,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"802","Zotu203; LachnospiraceaeNK4A136group","D29691_24-AV580",0.0162884135085243,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"803","Zotu275; LachnospiraceaeNK4A136group","D29679_12-AV596",0.0160015361474702,"AV596","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"804","Zotu123; LachnospiraceaeNK4A136group","D29686_19-AV864",0.0158763759525826,"AV864","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu123","Zotu123; LachnospiraceaeNK4A136group"
"805","Zotu135; GOTU2838","D29686_19-AV864",0.0158763759525826,"AV864","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GOTU2838","Zotu135","Zotu135; GOTU2838"
"806","Zotu180; Oscillibacter","D29737_70-AV794T",0.0155104889681647,"AV794T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"807","Zotu132; Tuzzerella","D29758_91-AV609",0.015388704690757,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella","Zotu132","Zotu132; Tuzzerella"
"808","Zotu314; Parasutterella","D29758_91-AV609",0.015388704690757,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
